claim_id,claim_date,sale_id,repair_status
CL-41729,24/01/2024,OID-61133,Free Replaced
CL-41730,24/01/2024,OID-61290,Free Replaced
CL-41731,24/01/2024,OID-61910,Free Replaced
CL-41732,24/01/2024,OID-66289,Free Replaced
CL-41733,24/01/2024,OID-66624,Free Replaced
CL-41734,24/01/2024,OID-67231,Free Replaced
CL-41735,24/01/2024,OID-67238,Free Replaced
CL-41736,24/01/2024,OID-67899,Free Replaced
CL-41737,24/01/2024,OID-70216,Free Replaced
CL-41738,24/01/2024,OID-72256,Free Replaced
CL-41739,24/01/2024,OID-72725,Free Replaced
CL-41740,24/01/2024,OID-73011,Free Replaced
CL-41741,24/01/2024,OID-73157,Free Replaced
CL-41742,24/01/2024,OID-73949,Free Replaced
CL-41743,24/01/2024,OID-74591,Free Replaced
CL-41744,24/01/2024,OID-74593,Free Replaced
CL-41745,24/01/2024,OID-74897,Free Replaced
CL-41746,24/01/2024,OID-75526,Free Replaced
CL-41747,24/01/2024,OID-75673,Free Replaced
CL-41748,24/01/2024,OID-76145,Free Replaced
CL-41749,24/01/2024,OID-76568,Free Replaced
CL-41750,24/01/2024,OID-88760,Free Replaced
CL-41751,24/01/2024,OID-93113,Free Replaced
CL-41752,24/01/2024,OID-86998,Free Replaced
CL-41753,24/01/2024,OID-87917,Free Replaced
CL-41754,24/01/2024,OID-89788,Free Replaced
CL-41755,24/01/2024,OID-90235,Free Replaced
CL-41756,24/01/2024,OID-91778,Free Replaced
CL-41757,24/01/2024,OID-93828,Free Replaced
CL-41758,24/01/2024,OID-94136,Free Replaced
CL-41759,24/01/2024,OID-94286,Free Replaced
CL-41760,24/01/2024,OID-94901,Free Replaced
CL-41761,24/01/2024,OID-95474,Free Replaced
CL-41762,24/01/2024,OID-96260,Free Replaced
CL-41763,24/01/2024,OID-96713,Free Replaced
CL-41764,24/01/2024,OID-98502,Free Replaced
CL-41765,24/01/2024,OID-100490,Free Replaced
CL-41766,24/01/2024,OID-100813,Free Replaced
CL-41767,24/01/2024,OID-102036,Free Replaced
CL-41768,24/01/2024,OID-103834,Free Replaced
CL-41769,24/01/2024,OID-104603,Free Replaced
CL-41770,24/01/2024,OID-128152,Free Replaced
CL-41771,24/01/2024,OID-112853,Free Replaced
CL-41772,24/01/2024,OID-113339,Free Replaced
CL-41773,24/01/2024,OID-114798,Free Replaced
CL-41774,24/01/2024,OID-114939,Free Replaced
CL-41775,24/01/2024,OID-115236,Free Replaced
CL-41776,24/01/2024,OID-117556,Free Replaced
CL-41777,24/01/2024,OID-118006,Free Replaced
CL-41778,24/01/2024,OID-118018,Free Replaced
CL-41779,24/01/2024,OID-118161,Free Replaced
CL-41780,24/01/2024,OID-119705,Free Replaced
CL-41781,24/01/2024,OID-120198,Free Replaced
CL-41782,24/01/2024,OID-363669,Free Replaced
CL-41783,24/01/2024,OID-374847,Free Replaced
CL-41785,15/12/2023,OID-387116,Warranty Void
CL-41786,27/11/2023,OID-387259,Warranty Void
CL-41787,02/12/2023,OID-472504,Warranty Void
CL-41788,23/07/2023,OID-493983,Warranty Void
CL-41789,25/01/2024,OID-59222,Free Replaced
CL-41790,25/01/2024,OID-60497,Free Replaced
CL-41791,25/01/2024,OID-62937,Free Replaced
CL-41792,25/01/2024,OID-63399,Free Replaced
CL-41793,25/01/2024,OID-64281,Free Replaced
CL-41794,25/01/2024,OID-70508,Free Replaced
CL-41795,25/01/2024,OID-71627,Free Replaced
CL-41796,25/01/2024,OID-72577,Free Replaced
CL-41797,25/01/2024,OID-74287,Free Replaced
CL-41798,25/01/2024,OID-74895,Free Replaced
CL-41799,25/01/2024,OID-75676,Free Replaced
CL-41800,25/01/2024,OID-75835,Free Replaced
CL-41801,25/01/2024,OID-77959,Free Replaced
CL-41802,25/01/2024,OID-87694,Free Replaced
CL-41803,25/01/2024,OID-88926,Free Replaced
CL-41804,25/01/2024,OID-91695,Free Replaced
CL-41805,25/01/2024,OID-101644,Free Replaced
CL-41806,25/01/2024,OID-101949,Free Replaced
CL-41807,25/01/2024,OID-87471,Free Replaced
CL-41808,25/01/2024,OID-88566,Free Replaced
CL-41809,25/01/2024,OID-88705,Free Replaced
CL-41810,25/01/2024,OID-89330,Free Replaced
CL-41811,25/01/2024,OID-91435,Free Replaced
CL-41812,25/01/2024,OID-91934,Free Replaced
CL-41813,25/01/2024,OID-94148,Free Replaced
CL-41814,25/01/2024,OID-94596,Free Replaced
CL-41815,25/01/2024,OID-94609,Free Replaced
CL-41816,25/01/2024,OID-97025,Free Replaced
CL-41817,25/01/2024,OID-97842,Free Replaced
CL-41818,25/01/2024,OID-98174,Free Replaced
CL-41819,25/01/2024,OID-99089,Free Replaced
CL-41820,25/01/2024,OID-100500,Free Replaced
CL-41821,25/01/2024,OID-101106,Free Replaced
CL-41822,25/01/2024,OID-113911,Free Replaced
CL-41823,25/01/2024,OID-115472,Free Replaced
CL-41824,25/01/2024,OID-120108,Free Replaced
CL-41825,25/01/2024,OID-120423,Free Replaced
CL-41826,25/01/2024,OID-113039,Free Replaced
CL-41827,25/01/2024,OID-115744,Free Replaced
CL-41828,25/01/2024,OID-116797,Free Replaced
CL-41829,25/01/2024,OID-117558,Free Replaced
CL-41830,25/01/2024,OID-121204,Free Replaced
CL-41831,25/01/2024,OID-121683,Free Replaced
CL-41832,25/01/2024,OID-123032,Free Replaced
CL-41833,25/01/2024,OID-123500,Free Replaced
CL-41834,25/01/2024,OID-124790,Free Replaced
CL-41835,25/01/2024,OID-363622,Free Replaced
CL-41836,25/01/2024,OID-374974,Free Replaced
CL-41837,25/01/2024,OID-375063,Free Replaced
CL-41838,25/01/2024,OID-386501,Free Replaced
CL-41839,02/10/2023,OID-387170,Warranty Void
CL-41840,14/07/2023,OID-387542,Warranty Void
CL-41841,19/08/2023,OID-387621,Warranty Void
CL-41842,10/08/2023,OID-493580,Warranty Void
CL-41843,26/01/2024,OID-71081,Free Replaced
CL-41844,26/01/2024,OID-71394,Free Replaced
CL-41845,26/01/2024,OID-72017,Free Replaced
CL-41846,26/01/2024,OID-74191,Free Replaced
CL-41847,26/01/2024,OID-62815,Free Replaced
CL-41848,26/01/2024,OID-63387,Free Replaced
CL-41849,26/01/2024,OID-65360,Free Replaced
CL-41850,26/01/2024,OID-66627,Free Replaced
CL-41851,26/01/2024,OID-69169,Free Replaced
CL-41852,26/01/2024,OID-75517,Free Replaced
CL-41853,26/01/2024,OID-78246,Free Replaced
CL-41854,26/01/2024,OID-89258,Free Replaced
CL-41855,26/01/2024,OID-95372,Free Replaced
CL-41856,26/01/2024,OID-85733,Free Replaced
CL-41857,26/01/2024,OID-86694,Free Replaced
CL-41858,26/01/2024,OID-87759,Free Replaced
CL-41859,26/01/2024,OID-88245,Free Replaced
CL-41860,26/01/2024,OID-89016,Free Replaced
CL-41861,26/01/2024,OID-89179,Free Replaced
CL-41862,26/01/2024,OID-90081,Free Replaced
CL-41863,26/01/2024,OID-90236,Free Replaced
CL-41864,26/01/2024,OID-90866,Free Replaced
CL-41865,26/01/2024,OID-92413,Free Replaced
CL-41866,26/01/2024,OID-96417,Free Replaced
CL-41867,26/01/2024,OID-96554,Free Replaced
CL-41868,26/01/2024,OID-97668,Free Replaced
CL-41869,26/01/2024,OID-98193,Free Replaced
CL-41870,26/01/2024,OID-100022,Free Replaced
CL-41871,26/01/2024,OID-100348,Free Replaced
CL-41872,26/01/2024,OID-102163,Free Replaced
CL-41873,26/01/2024,OID-102923,Free Replaced
CL-41874,26/01/2024,OID-103072,Free Replaced
CL-41875,26/01/2024,OID-103995,Free Replaced
CL-41876,26/01/2024,OID-104585,Free Replaced
CL-41877,26/01/2024,OID-113889,Free Replaced
CL-41878,26/01/2024,OID-116575,Free Replaced
CL-41879,26/01/2024,OID-131677,Free Replaced
CL-41880,26/01/2024,OID-112540,Free Replaced
CL-41881,26/01/2024,OID-112856,Free Replaced
CL-41882,26/01/2024,OID-113022,Free Replaced
CL-41883,26/01/2024,OID-113972,Free Replaced
CL-41884,26/01/2024,OID-113988,Free Replaced
CL-41885,26/01/2024,OID-115566,Free Replaced
CL-41886,26/01/2024,OID-116659,Free Replaced
CL-41887,26/01/2024,OID-117135,Free Replaced
CL-41888,26/01/2024,OID-117830,Free Replaced
CL-41889,26/01/2024,OID-119872,Free Replaced
CL-41890,26/01/2024,OID-120528,Free Replaced
CL-41891,26/01/2024,OID-122001,Free Replaced
CL-41892,26/01/2024,OID-123674,Free Replaced
CL-41893,26/01/2024,OID-363654,Free Replaced
CL-41894,26/01/2024,OID-363676,Free Replaced
CL-41895,26/01/2024,OID-374826,Free Replaced
CL-41896,26/01/2024,OID-375068,Free Replaced
CL-41897,26/01/2024,OID-386296,Free Replaced
CL-41898,26/01/2024,OID-386445,Free Replaced
CL-41899,26/01/2024,OID-386549,Free Replaced
CL-41900,21/12/2023,OID-387328,Paid Repaired
CL-41901,28/08/2023,OID-387343,Warranty Void
CL-41902,07/10/2023,OID-387436,Warranty Void
CL-41903,01/01/2024,OID-387481,Paid Repaired
CL-41904,16/12/2023,OID-387551,Paid Repaired
CL-41905,27/06/2023,OID-450864,Warranty Void
CL-41906,27/01/2024,OID-75125,Free Replaced
CL-41907,27/01/2024,OID-61435,Free Replaced
CL-41908,27/01/2024,OID-61733,Free Replaced
CL-41909,27/01/2024,OID-62215,Free Replaced
CL-41910,27/01/2024,OID-62936,Free Replaced
CL-41911,27/01/2024,OID-67563,Free Replaced
CL-41912,27/01/2024,OID-71164,Free Replaced
CL-41913,27/01/2024,OID-71176,Free Replaced
CL-41914,27/01/2024,OID-72721,Free Replaced
CL-41915,27/01/2024,OID-73469,Free Replaced
CL-41916,27/01/2024,OID-73470,Free Replaced
CL-41917,27/01/2024,OID-74734,Free Replaced
CL-41918,27/01/2024,OID-77640,Free Replaced
CL-41919,27/01/2024,OID-86772,Free Replaced
CL-41920,27/01/2024,OID-101165,Free Replaced
CL-41921,27/01/2024,OID-101789,Free Replaced
CL-41922,27/01/2024,OID-85899,Free Replaced
CL-41923,27/01/2024,OID-86853,Free Replaced
CL-41924,27/01/2024,OID-87466,Free Replaced
CL-41925,27/01/2024,OID-89482,Free Replaced
CL-41926,27/01/2024,OID-92395,Free Replaced
CL-41927,27/01/2024,OID-92558,Free Replaced
CL-41928,27/01/2024,OID-92886,Free Replaced
CL-41929,27/01/2024,OID-94750,Free Replaced
CL-41930,27/01/2024,OID-96092,Free Replaced
CL-41931,27/01/2024,OID-97040,Free Replaced
CL-41932,27/01/2024,OID-98952,Free Replaced
CL-41933,27/01/2024,OID-102631,Free Replaced
CL-41934,27/01/2024,OID-103681,Free Replaced
CL-41935,27/01/2024,OID-104288,Free Replaced
CL-41936,27/01/2024,OID-115630,Free Replaced
CL-41937,27/01/2024,OID-120080,Free Replaced
CL-41938,27/01/2024,OID-120082,Free Replaced
CL-41939,27/01/2024,OID-121258,Free Replaced
CL-41940,27/01/2024,OID-121906,Free Replaced
CL-41941,27/01/2024,OID-125760,Free Replaced
CL-41942,27/01/2024,OID-127504,Free Replaced
CL-41943,27/01/2024,OID-127657,Free Replaced
CL-41944,27/01/2024,OID-131040,Free Replaced
CL-41945,27/01/2024,OID-131201,Free Replaced
CL-41946,27/01/2024,OID-131532,Free Replaced
CL-41947,27/01/2024,OID-112843,Free Replaced
CL-41948,27/01/2024,OID-117702,Free Replaced
CL-41949,27/01/2024,OID-119366,Free Replaced
CL-41950,27/01/2024,OID-121195,Free Replaced
CL-41951,27/01/2024,OID-121682,Free Replaced
CL-41952,27/01/2024,OID-122149,Free Replaced
CL-41953,27/01/2024,OID-374979,Free Replaced
CL-41954,27/01/2024,OID-375008,Free Replaced
CL-41955,27/01/2024,OID-386498,Free Replaced
CL-41956,27/01/2024,OID-386504,Free Replaced
CL-41957,27/01/2024,OID-386506,Free Replaced
CL-41958,17/02/2024,OID-387051,Paid Repaired
CL-41959,08/02/2024,OID-387227,Paid Repaired
CL-41960,08/09/2023,OID-387496,Warranty Void
CL-41961,02/11/2023,OID-450773,Warranty Void
CL-41962,28/12/2023,OID-514996,Paid Repaired
CL-41963,28/01/2024,OID-62879,Free Replaced
CL-41964,28/01/2024,OID-66204,Free Replaced
CL-41965,28/01/2024,OID-68097,Free Replaced
CL-41966,28/01/2024,OID-71541,Free Replaced
CL-41967,28/01/2024,OID-76820,Free Replaced
CL-41968,28/01/2024,OID-60007,Free Replaced
CL-41969,28/01/2024,OID-61887,Free Replaced
CL-41970,28/01/2024,OID-62051,Free Replaced
CL-41971,28/01/2024,OID-62208,Free Replaced
CL-41972,28/01/2024,OID-62514,Free Replaced
CL-41973,28/01/2024,OID-66458,Free Replaced
CL-41974,28/01/2024,OID-70694,Free Replaced
CL-41975,28/01/2024,OID-70855,Free Replaced
CL-41976,28/01/2024,OID-71638,Free Replaced
CL-41977,28/01/2024,OID-72254,Free Replaced
CL-41978,28/01/2024,OID-73315,Free Replaced
CL-41979,28/01/2024,OID-74105,Free Replaced
CL-41980,28/01/2024,OID-75374,Free Replaced
CL-41981,28/01/2024,OID-75384,Free Replaced
CL-41982,28/01/2024,OID-90316,Free Replaced
CL-41983,28/01/2024,OID-92293,Free Replaced
CL-41984,28/01/2024,OID-87297,Free Replaced
CL-41985,28/01/2024,OID-87461,Free Replaced
CL-41986,28/01/2024,OID-87757,Free Replaced
CL-41987,28/01/2024,OID-88081,Free Replaced
CL-41988,28/01/2024,OID-89780,Free Replaced
CL-41989,28/01/2024,OID-91299,Free Replaced
CL-41990,28/01/2024,OID-94599,Free Replaced
CL-41991,28/01/2024,OID-95640,Free Replaced
CL-41992,28/01/2024,OID-98636,Free Replaced
CL-41993,28/01/2024,OID-99102,Free Replaced
CL-41994,28/01/2024,OID-100357,Free Replaced
CL-41995,28/01/2024,OID-100955,Free Replaced
CL-41996,28/01/2024,OID-101252,Free Replaced
CL-41997,28/01/2024,OID-101733,Free Replaced
CL-41998,28/01/2024,OID-102157,Free Replaced
CL-41999,28/01/2024,OID-103410,Free Replaced
CL-42000,28/01/2024,OID-103984,Free Replaced
CL-42001,28/01/2024,OID-123591,Free Replaced
CL-42002,28/01/2024,OID-113981,Free Replaced
CL-42003,28/01/2024,OID-115903,Free Replaced
CL-42004,28/01/2024,OID-116055,Free Replaced
CL-42005,28/01/2024,OID-116347,Free Replaced
CL-42006,28/01/2024,OID-118329,Free Replaced
CL-42007,28/01/2024,OID-120374,Free Replaced
CL-42008,28/01/2024,OID-124450,Free Replaced
CL-42009,28/01/2024,OID-374913,Free Replaced
CL-42010,28/01/2024,OID-375032,Free Replaced
CL-42011,28/01/2024,OID-375045,Free Replaced
CL-42012,28/01/2024,OID-375069,Free Replaced
CL-42013,28/01/2024,OID-386331,Free Replaced
CL-42014,28/01/2024,OID-386540,Free Replaced
CL-42015,03/02/2024,OID-387353,Paid Repaired
CL-42016,02/10/2023,OID-492765,Warranty Void
CL-42017,29/01/2024,OID-59595,Free Replaced
CL-42018,29/01/2024,OID-67446,Free Replaced
CL-42019,29/01/2024,OID-68407,Free Replaced
CL-42020,29/01/2024,OID-59383,Free Replaced
CL-42021,29/01/2024,OID-59991,Free Replaced
CL-42022,29/01/2024,OID-60001,Free Replaced
CL-42023,29/01/2024,OID-61444,Free Replaced
CL-42024,29/01/2024,OID-62516,Free Replaced
CL-42025,29/01/2024,OID-63237,Free Replaced
CL-42026,29/01/2024,OID-65826,Free Replaced
CL-42027,29/01/2024,OID-65978,Free Replaced
CL-42028,29/01/2024,OID-68051,Free Replaced
CL-42029,29/01/2024,OID-71030,Free Replaced
CL-42030,29/01/2024,OID-73486,Free Replaced
CL-42031,29/01/2024,OID-74426,Free Replaced
CL-42032,29/01/2024,OID-75053,Free Replaced
CL-42033,29/01/2024,OID-75670,Free Replaced
CL-42034,29/01/2024,OID-76728,Free Replaced
CL-42035,29/01/2024,OID-77361,Free Replaced
CL-42036,29/01/2024,OID-77627,Free Replaced
CL-42037,29/01/2024,OID-86113,Free Replaced
CL-42038,29/01/2024,OID-88924,Free Replaced
CL-42039,29/01/2024,OID-97233,Free Replaced
CL-42040,29/01/2024,OID-102982,Free Replaced
CL-42041,29/01/2024,OID-88572,Free Replaced
CL-42042,29/01/2024,OID-89324,Free Replaced
CL-42043,29/01/2024,OID-89649,Free Replaced
CL-42044,29/01/2024,OID-90704,Free Replaced
CL-42045,29/01/2024,OID-91444,Free Replaced
CL-42046,29/01/2024,OID-91625,Free Replaced
CL-42047,29/01/2024,OID-91776,Free Replaced
CL-42048,29/01/2024,OID-92396,Free Replaced
CL-42049,29/01/2024,OID-94888,Free Replaced
CL-42050,29/01/2024,OID-95777,Free Replaced
CL-42051,29/01/2024,OID-95791,Free Replaced
CL-42052,29/01/2024,OID-97669,Free Replaced
CL-42053,29/01/2024,OID-100487,Free Replaced
CL-42054,29/01/2024,OID-103081,Free Replaced
CL-42055,29/01/2024,OID-121579,Free Replaced
CL-42056,29/01/2024,OID-127809,Free Replaced
CL-42057,29/01/2024,OID-113815,Free Replaced
CL-42058,29/01/2024,OID-114155,Free Replaced
CL-42059,29/01/2024,OID-116798,Free Replaced
CL-42060,29/01/2024,OID-117851,Free Replaced
CL-42061,29/01/2024,OID-118153,Free Replaced
CL-42062,29/01/2024,OID-120214,Free Replaced
CL-42063,29/01/2024,OID-120367,Free Replaced
CL-42064,29/01/2024,OID-121520,Free Replaced
CL-42065,29/01/2024,OID-123197,Free Replaced
CL-42066,29/01/2024,OID-124436,Free Replaced
CL-42067,29/01/2024,OID-363606,Free Replaced
CL-42068,29/01/2024,OID-363628,Free Replaced
CL-42069,29/01/2024,OID-386294,Free Replaced
CL-42070,29/01/2024,OID-386322,Free Replaced
CL-42071,29/01/2024,OID-386343,Free Replaced
CL-42072,29/01/2024,OID-386384,Free Replaced
CL-42073,29/01/2024,OID-386536,Free Replaced
CL-42074,29/01/2024,OID-386554,Free Replaced
CL-42075,03/02/2024,OID-387104,Paid Repaired
CL-42076,05/09/2023,OID-387110,Warranty Void
CL-42077,04/11/2023,OID-387155,Warranty Void
CL-42078,30/01/2024,OID-60379,Free Replaced
CL-42079,30/01/2024,OID-63014,Free Replaced
CL-42080,30/01/2024,OID-63618,Free Replaced
CL-42081,30/01/2024,OID-69695,Free Replaced
CL-42082,30/01/2024,OID-73064,Free Replaced
CL-42083,30/01/2024,OID-61132,Free Replaced
CL-42084,30/01/2024,OID-62213,Free Replaced
CL-42085,30/01/2024,OID-64130,Free Replaced
CL-42086,30/01/2024,OID-64401,Free Replaced
CL-42087,30/01/2024,OID-65515,Free Replaced
CL-42088,30/01/2024,OID-69938,Free Replaced
CL-42089,30/01/2024,OID-70215,Free Replaced
CL-42090,30/01/2024,OID-72572,Free Replaced
CL-42091,30/01/2024,OID-74594,Free Replaced
CL-42092,30/01/2024,OID-91206,Free Replaced
CL-42093,30/01/2024,OID-94967,Free Replaced
CL-42094,30/01/2024,OID-95396,Free Replaced
CL-42095,30/01/2024,OID-96641,Free Replaced
CL-42096,30/01/2024,OID-96796,Free Replaced
CL-42097,30/01/2024,OID-99001,Free Replaced
CL-42098,30/01/2024,OID-102224,Free Replaced
CL-42099,30/01/2024,OID-103613,Free Replaced
CL-42100,30/01/2024,OID-88569,Free Replaced
CL-42101,30/01/2024,OID-89637,Free Replaced
CL-42102,30/01/2024,OID-91005,Free Replaced
CL-42103,30/01/2024,OID-93821,Free Replaced
CL-42104,30/01/2024,OID-96411,Free Replaced
CL-42105,30/01/2024,OID-96723,Free Replaced
CL-42106,30/01/2024,OID-98003,Free Replaced
CL-42107,30/01/2024,OID-99708,Free Replaced
CL-42108,30/01/2024,OID-100967,Free Replaced
CL-42109,30/01/2024,OID-101406,Free Replaced
CL-42110,30/01/2024,OID-101730,Free Replaced
CL-42111,30/01/2024,OID-102770,Free Replaced
CL-42112,30/01/2024,OID-103979,Free Replaced
CL-42113,30/01/2024,OID-123270,Free Replaced
CL-42114,30/01/2024,OID-124696,Free Replaced
CL-42115,30/01/2024,OID-125758,Free Replaced
CL-42116,30/01/2024,OID-126517,Free Replaced
CL-42117,30/01/2024,OID-127482,Free Replaced
CL-42118,30/01/2024,OID-129506,Free Replaced
CL-42119,30/01/2024,OID-112682,Free Replaced
CL-42120,30/01/2024,OID-113525,Free Replaced
CL-42121,30/01/2024,OID-113979,Free Replaced
CL-42122,30/01/2024,OID-114471,Free Replaced
CL-42123,30/01/2024,OID-116195,Free Replaced
CL-42124,30/01/2024,OID-117692,Free Replaced
CL-42125,30/01/2024,OID-118627,Free Replaced
CL-42126,30/01/2024,OID-118931,Free Replaced
CL-42127,30/01/2024,OID-119542,Free Replaced
CL-42128,30/01/2024,OID-374801,Free Replaced
CL-42129,30/01/2024,OID-374844,Free Replaced
CL-42130,30/01/2024,OID-386315,Free Replaced
CL-42131,19/09/2023,OID-387059,Warranty Void
CL-42132,08/09/2023,OID-387092,Warranty Void
CL-42133,11/07/2023,OID-515562,Warranty Void
CL-42134,31/01/2024,OID-66986,Free Replaced
CL-42135,31/01/2024,OID-68581,Free Replaced
CL-42136,31/01/2024,OID-68733,Free Replaced
CL-42137,31/01/2024,OID-73655,Free Replaced
CL-42138,31/01/2024,OID-73656,Free Replaced
CL-42139,31/01/2024,OID-74644,Free Replaced
CL-42140,31/01/2024,OID-76049,Free Replaced
CL-42141,31/01/2024,OID-59548,Free Replaced
CL-42142,31/01/2024,OID-62512,Free Replaced
CL-42143,31/01/2024,OID-62669,Free Replaced
CL-42144,31/01/2024,OID-65366,Free Replaced
CL-42145,31/01/2024,OID-65975,Free Replaced
CL-42146,31/01/2024,OID-67900,Free Replaced
CL-42147,31/01/2024,OID-71778,Free Replaced
CL-42148,31/01/2024,OID-72108,Free Replaced
CL-42149,31/01/2024,OID-73480,Free Replaced
CL-42150,31/01/2024,OID-74438,Free Replaced
CL-42151,31/01/2024,OID-77044,Free Replaced
CL-42152,31/01/2024,OID-77793,Free Replaced
CL-42153,31/01/2024,OID-100147,Free Replaced
CL-42154,31/01/2024,OID-100549,Free Replaced
CL-42155,31/01/2024,OID-86068,Free Replaced
CL-42156,31/01/2024,OID-86191,Free Replaced
CL-42157,31/01/2024,OID-86197,Free Replaced
CL-42158,31/01/2024,OID-86690,Free Replaced
CL-42159,31/01/2024,OID-88570,Free Replaced
CL-42160,31/01/2024,OID-89174,Free Replaced
CL-42161,31/01/2024,OID-89185,Free Replaced
CL-42162,31/01/2024,OID-89195,Free Replaced
CL-42163,31/01/2024,OID-89793,Free Replaced
CL-42164,31/01/2024,OID-92235,Free Replaced
CL-42165,31/01/2024,OID-93816,Free Replaced
CL-42166,31/01/2024,OID-94610,Free Replaced
CL-42167,31/01/2024,OID-95618,Free Replaced
CL-42168,31/01/2024,OID-95619,Free Replaced
CL-42169,31/01/2024,OID-98190,Free Replaced
CL-42170,31/01/2024,OID-98338,Free Replaced
CL-42171,31/01/2024,OID-103405,Free Replaced
CL-42172,31/01/2024,OID-116282,Free Replaced
CL-42173,31/01/2024,OID-116284,Free Replaced
CL-42174,31/01/2024,OID-123889,Free Replaced
CL-42175,31/01/2024,OID-126971,Free Replaced
CL-42176,31/01/2024,OID-128315,Free Replaced
CL-42177,31/01/2024,OID-128459,Free Replaced
CL-42178,31/01/2024,OID-129211,Free Replaced
CL-42179,31/01/2024,OID-114290,Free Replaced
CL-42180,31/01/2024,OID-116363,Free Replaced
CL-42181,31/01/2024,OID-117124,Free Replaced
CL-42182,31/01/2024,OID-121522,Free Replaced
CL-42183,31/01/2024,OID-123847,Free Replaced
CL-42184,31/01/2024,OID-124437,Free Replaced
CL-42185,31/01/2024,OID-374823,Free Replaced
CL-42186,31/01/2024,OID-374893,Free Replaced
CL-42187,31/01/2024,OID-386453,Free Replaced
CL-42188,29/09/2023,OID-387178,Warranty Void
CL-42189,08/09/2023,OID-451050,Warranty Void
CL-42190,25/08/2023,OID-472911,Warranty Void
CL-42191,01/02/2024,OID-66362,Free Replaced
CL-42192,01/02/2024,OID-70767,Free Replaced
CL-42193,01/02/2024,OID-71994,Free Replaced
CL-42194,01/02/2024,OID-76209,Free Replaced
CL-42195,01/02/2024,OID-59220,Free Replaced
CL-42196,01/02/2024,OID-61441,Free Replaced
CL-42197,01/02/2024,OID-61741,Free Replaced
CL-42198,01/02/2024,OID-64730,Free Replaced
CL-42199,01/02/2024,OID-66301,Free Replaced
CL-42200,01/02/2024,OID-67401,Free Replaced
CL-42201,01/02/2024,OID-68189,Free Replaced
CL-42202,01/02/2024,OID-70097,Free Replaced
CL-42203,01/02/2024,OID-70219,Free Replaced
CL-42204,01/02/2024,OID-71026,Free Replaced
CL-42205,01/02/2024,OID-73812,Free Replaced
CL-42206,01/02/2024,OID-74110,Free Replaced
CL-42207,01/02/2024,OID-75059,Free Replaced
CL-42208,01/02/2024,OID-75530,Free Replaced
CL-42209,01/02/2024,OID-75671,Free Replaced
CL-42210,01/02/2024,OID-76735,Free Replaced
CL-42211,01/02/2024,OID-76901,Free Replaced
CL-42212,01/02/2024,OID-77795,Free Replaced
CL-42213,01/02/2024,OID-78252,Free Replaced
CL-42214,01/02/2024,OID-85960,Free Replaced
CL-42215,01/02/2024,OID-86289,Free Replaced
CL-42216,01/02/2024,OID-87812,Free Replaced
CL-42217,01/02/2024,OID-95097,Free Replaced
CL-42218,01/02/2024,OID-99775,Free Replaced
CL-42219,01/02/2024,OID-102693,Free Replaced
CL-42220,01/02/2024,OID-85913,Free Replaced
CL-42221,01/02/2024,OID-86517,Free Replaced
CL-42222,01/02/2024,OID-87912,Free Replaced
CL-42223,01/02/2024,OID-88400,Free Replaced
CL-42224,01/02/2024,OID-90713,Free Replaced
CL-42225,01/02/2024,OID-91153,Free Replaced
CL-42226,01/02/2024,OID-93979,Free Replaced
CL-42227,01/02/2024,OID-95300,Free Replaced
CL-42228,01/02/2024,OID-96870,Free Replaced
CL-42229,01/02/2024,OID-98353,Free Replaced
CL-42230,01/02/2024,OID-98503,Free Replaced
CL-42231,01/02/2024,OID-99397,Free Replaced
CL-42232,01/02/2024,OID-100804,Free Replaced
CL-42233,01/02/2024,OID-101741,Free Replaced
CL-42234,01/02/2024,OID-115300,Free Replaced
CL-42235,01/02/2024,OID-116281,Free Replaced
CL-42236,01/02/2024,OID-120261,Free Replaced
CL-42237,01/02/2024,OID-122483,Free Replaced
CL-42238,01/02/2024,OID-112395,Free Replaced
CL-42239,01/02/2024,OID-114934,Free Replaced
CL-42240,01/02/2024,OID-118159,Free Replaced
CL-42241,01/02/2024,OID-118626,Free Replaced
CL-42242,01/02/2024,OID-120380,Free Replaced
CL-42243,01/02/2024,OID-121841,Free Replaced
CL-42244,01/02/2024,OID-124290,Free Replaced
CL-42245,01/02/2024,OID-363698,Free Replaced
CL-42246,01/02/2024,OID-374831,Free Replaced
CL-42247,01/02/2024,OID-374909,Free Replaced
CL-42248,01/02/2024,OID-374938,Free Replaced
CL-42249,01/02/2024,OID-386461,Free Replaced
CL-42250,10/10/2023,OID-387430,Warranty Void
CL-42251,03/03/2024,OID-471882,Paid Repaired
CL-42252,03/10/2023,OID-515154,Warranty Void
CL-42253,02/02/2024,OID-59278,Free Replaced
CL-42254,02/02/2024,OID-60721,Free Replaced
CL-42255,02/02/2024,OID-65429,Free Replaced
CL-42256,02/02/2024,OID-74177,Free Replaced
CL-42257,02/02/2024,OID-61285,Free Replaced
CL-42258,02/02/2024,OID-63839,Free Replaced
CL-42259,02/02/2024,OID-65814,Free Replaced
CL-42260,02/02/2024,OID-67564,Free Replaced
CL-42261,02/02/2024,OID-69002,Free Replaced
CL-42262,02/02/2024,OID-69170,Free Replaced
CL-42263,02/02/2024,OID-70362,Free Replaced
CL-42264,02/02/2024,OID-70854,Free Replaced
CL-42265,02/02/2024,OID-73494,Free Replaced
CL-42266,02/02/2024,OID-76902,Free Replaced
